Enum	Text
X_Gacha_Probability_Content01	004% \\ n Academy Main Weapon (Permanent): 0.469% \\ n Academy Sub Weapon (Permanent): 0.639% \\ n Chess Helm (Permanent): 0.781% \\ n Chess Armor (Permanent): 0.586% \\ n Chess Bottom (permanent): 0.781% \\ n Chess gloves (permanent): 1.004% \\ n Chess boots (permanent): 1.004% \\ n Chess main weapon (permanent): 0.469% \\ n Chess sub weapon (permanent) : 0.639% \\ n Royal Hat (Permanent): 3.124% \\ n Royal Armor (Permanent): 2.343% \\ n Royal Bottom (Permanent): 3.124% \\ n Royal Gloves (Permanent): 4.016% \\ n Royal Boots (Permanent) : 4.016% \\ nRoyal Main Weapon (Permanent): 1.874% \\ nRoyal Sub Weapon (Permanent): 2.556% \\ nDark Knight Helm (Permanent): 3.124% \\ nDark Knight Armor (Permanent): 2.343% \\ nDark Night Bottom (Permanent): 3.124% \\ nDark Knight Gloves (Permanent): 4.016% \\ nDark Night Boots (Permanent): 4.016% \\ nDark Knight Main Weapon (Permanent): 1.874% \\ nDark Knight Sub Weapon (Permanent) ): 2.556% \\ n \\ n ■ Probability of avatar fragments \\ n Avatar fragments x5: 32.110% \\ n \\ n * In the case of 10 consecutive summons, one frame will be ejected with one S rank avatar fragment confirmed. \\ nDark Sky Fragment x1 (1 frame) \\ n \\ n * Items and avatars provided may be duplicated. \\ n * Items and avatars provided may be added or deleted at any time. \\ n * The items and avatars shown in the notice are only a part. \\ nWe do not guarantee the discharge of the corresponding items and avatars. \\ n 1.004% \\ n Chess boots (permanent): 1.004% \\ n Chess main weapon (permanent): 0.469% \\ n Chess sub weapon (permanent): 0.639% \\ n Royal hat (permanent): 3.124% \\ n Royal Armor (Permanent): 2.343% \\ nRoyal Bottom (Permanent): 3.124% \\ nRoyal Gloves (Permanent): 4.016% \\ nRoyal Boots (Permanent): 4.016% \\ nRoyal Main Weapon (Permanent): 1.874% \\ n Royal Sub Weapon (Permanent): 2.556% \\ n Dark Knight Helm (Permanent): 3.124% \\ n Dark Knight Armor (Permanent): 2.343% \\ n Dark Knight Bottom (Permanent): 3.124% \\ n Dark Knight Gloves (Permanent) : 4.016% \\ n Dark Knight Boots (Permanent): 4.016% \\ n Dark Knight Main Weapon (Permanent): 1.874% \\ n Dark Knight Sub Weapon (Permanent): 2.556% \\ n \\ n ■ Avatar Fragment Probability \\ n Avatar Fragment x5: 32.110% \\ n \\ n * In the case of 10 consecutive summons, one frame will be ejected with one S rank avatar fragment confirmed. \\ nDark Sky Fragment x1 (1 frame) \\ n \\ n * Items and avatars provided may be duplicated. \\ n * Items and avatars provided may be added or deleted at any time. \\ n * The items and avatars shown in the notice are only a part. \\ nWe do not guarantee the discharge of the corresponding items and avatars. \\ n 1.004% \\ n Chess boots (permanent): 1.004% \\ n Chess main weapon (permanent): 0.469% \\ n Chess sub weapon (permanent): 0.639% \\ n Royal hat (permanent): 3.124% \\ n Royal Armor (Permanent): 2.343% \\ nRoyal Bottom (Permanent): 3.124% \\ nRoyal Gloves (Permanent): 4.016% \\ nRoyal Boots (Permanent): 4.016% \\ nRoyal Main Weapon (Permanent): 1.874% \\ n Royal Sub Weapon (Permanent): 2.556% \\ n Dark Knight Helm (Permanent): 3.124% \\ n Dark Knight Armor (Permanent): 2.343% \\ n Dark Knight Bottom (Permanent): 3.124% \\ n Dark Knight Gloves (Permanent) : 4.016% \\ n Dark Knight Boots (Permanent): 4.016% \\ n Dark Knight Main Weapon (Permanent): 1.874% \\ n Dark Knight Sub Weapon (Permanent): 2.556% \\ n \\ n ■ Avatar Fragment Probability \\ n Avatar Fragment x5: 32.110% \\ n \\ n * In the case of 10 consecutive summons, one frame will be ejected with one S rank avatar fragment confirmed. \\ nDark Sky Fragment x1 (1 frame) \\ n \\ n * Items and avatars provided may be duplicated. \\ n * Items and avatars provided may be added or deleted at any time. \\ n * The items and avatars shown in the notice are only a part. \\ nWe do not guarantee the discharge of the corresponding items and avatars. \\ n 124% \\ nDark Knight Armor (Permanent): 2.343% \\ nDark Knight Bottom (Permanent): 3.124% \\ nDark Knight Gloves (Permanent): 4.016% \\ nDark Knight Boots (Permanent): 4.016% \\ nDark Knight Main Weapon (Permanent): 1.874% \\ n Dark Knight Sub Weapon (Permanent): 2.556% \\ n \\ n ■ Probability of Avatar Fragment \\ n Avatar Fragment x5: 32.110% \\ n \\ n * In case of 10 consecutive summons One frame will be ejected with one S rank avatar fragment confirmed. \\ nDark Sky Fragment x1 (1 frame) \\ n \\ n * Items and avatars provided may be duplicated. \\ n * Items and avatars provided may be added or deleted at any time. \\ n * The items and avatars shown in the notice are only a part. \\ nWe do not guarantee the discharge of the corresponding items and avatars. \\ n 124% \\ nDark Knight Armor (Permanent): 2.343% \\ nDark Knight Bottom (Permanent): 3.124% \\ nDark Knight Gloves (Permanent): 4.016% \\ nDark Knight Boots (Permanent): 4.016% \\ nDark Knight Main Weapon (Permanent): 1.874% \\ n Dark Knight Sub Weapon (Permanent): 2.556% \\ n \\ n ■ Probability of Avatar Fragment \\ n Avatar Fragment x5: 32.110% \\ n \\ n * In case of 10 consecutive summons One frame will be ejected with one S rank avatar fragment confirmed. \\ nDark Sky Fragment x1 (1 frame) \\ n \\ n * Items and avatars provided may be duplicated. \\ n * Items and avatars provided may be added or deleted at any time. \\ n * The items and avatars shown in the notice are only a part. \\ nWe do not guarantee the discharge of the corresponding items and avatars. \\ n
X_Gacha_Probability_Content02	671% \\ n \\ n * In the case of 10 consecutive summons, one frame will be ejected when one A-class spirit or higher is confirmed. \\ nS-class spirits: 16.667% \\ nA-class spirits: 83.333% \\ n * Items / spirits provided may be duplicated \\ n * Items / spirits provided may be added or deleted at any time. \\ n * The items and spirits shown in the notice are only a part. \\ nWe do not guarantee the discharge of the applicable items and spirits. \\ n
X_Gacha_Probability_Content03	[Nyan Nyan Summon Probability] \\ n \\ n ■ Probability of A Rank Item \\ n Cat's Tail (Permanent): 0.100% \\ n Saber Tiger Exchange Card: 0.100% \\ n \\ n ■ Probability of Spirit Enhancement Item \\ n Spirit Cake : 15.000% \\ nSpirit Awakening Potion: 1.500% \\ nSpirit Evolution Potion: 1.500% \\ n \\ n ■ Probability of Other Items \\ nGold x80000: 20.000% \\ nBeginner Crest Smelting Pack x4: 8.000% \\ nGreen Onyx x3 : 15.000% \\ nBlue Onyx: 4.000% \\ nGreen Crystal: 2.000% \\ nHateful Nightmare Admission Ticket: 3.000% \\ nWipe Ticket x3: 3.000% \\ nAvatar 1 Summon Ticket: 0.300% \\ nLv.1 Dragon Pearl bag: 7.000% \\ nLv.2 Dragon pearl bag: 3.000% \\ nLv.3 Dragon pearl bag: 2.000% \\ nLv.4 Dragon pearl bag: 1.000% \\ nLv.5 Dragon pearl bag: 0.500% \\ nResurrection stone x2 : 5.000% \\ nGolden Resurrection Apple: 2.000% \\ nMagnificent Glasses: 5.000% \\ n Sea Dragon Advanced Defense Magic Stone: 0.500% \\ n Sea Dragon Advanced Attack Magic Stone: 0.500% \\ n \\ n * Items provided May be duplicated \\ n * Items provided may be added or deleted at any time. \\ n * The items shown in the notice etc. are only a part. \\ nWe do not guarantee the discharge of the corresponding item. \\ n
X_Tab_Gacha_Fashion	Avatar Summon
X_Tab_Gacha_Pet	Vehicle summon
X_Tab_Gacha_Sprite	Summon spirits
ERR_GACHA_CD	It's not time for a free summon, please try later.
ERR_GACHA_DAILYLIMIT	I've used all of today's count limits, still try tomorrow
X_UI_GachaFame_Result_Title_One	get props
X_UI_GachaFame_Result_Title_Ten	get props
XSys_Gacha	Treasure Egg
ERR_MENTORSTUDENT_PPTLIMIT	The maximum combat power exceeds the upper limit of the apprentice
NotSelectReformAttr	No properties selected to be retrofitted
LogoPlan	2
LeagueTeamBattleRank	Champion | Runner-up | Top Four Wins | Top Four Loss | Top Eight Wins | Top Eight Loss
AnniversaryPayCount	Treasure Key X{0}
ERR_IBSHOP_BUSY	In order to avoid your losses, please update the client to the latest version first
KillDragonremaintimes	Remaining times today: {0}/{1}
KillDragonassistance	(Today's support {0}/{1})
KillDragoncountdown	Waiting for the adventurer to open the countdown to the death of the salon: {0} days {1} hours {2} minutes
KillDragoncondition01	Sharon's Fall has been successfully opened by the following adventurers!
KillDragoncondition02	Sharon's Shame has opened!
KillDragonRankTitle	Leaderboard
KillDragonRankRewardTitle	Reward ranking
KillDragonTimeFormate	yyyy year MM month dd day {n}HH hours mm minutes
KillDragonFirstPassTimes	Event time: April 9-April 30 {n} Meet any one of the following [BCFF00] conditions[-] to open [BCFF00] Aisha's Secret[-] and [BCFF00] Limited Time Salon Challenge[-] !
KillDragonFirstPassTips1	After the event starts, if someone clears the Ancient Ice Dragon VI within 2 days, you can immediately start the Sharon's Sorrow event! (Opener can get the title of [BCFF00] Unsealer [-])
KillDragonFirstPassTips2	After the event starts, if the first item is not fulfilled, the system will automatically turn on Dragon Slaying!
KillDragonAyixiaTime	[BCFF00]Official opening of Salon's Mourning until April 30th[-]
KillDragonAyixiaDesc	Players will enter the dungeon challenge in [BCFF00] Fair Mode[-], twice a day. After defeating Aisha, you will drop [BCFF00] Salon Challenge Ticket[-] and [BCFF00] Aishia's Tears[-]; [BCFF00] After the Sharon's Rage Time expires[-], using Aishia's Tears can make The mighty salon becomes weak.
KillDragonLimitChallengTime	[BCFF00]Official opening of Salon's Mourning until April 30th[-]
KillDragonLimitChallengDesc	Players can team up to challenge the powerful desert dragon for a limited time, and clear the level to get [BCFF00] Salon Partner Fragments[-]! The first-pass player will be on the [BCFF00] First-pass leaderboard[-], and win [BCFF00] Sharon Aishia Companion Fragments[-]{n}[BCFF00]
KillDragonSystemClosed	Open condition not met
KillDragonLimitItemNotEnough	The required items are insufficient, please obtain them from the copy of Aishia
InvestmentOneTime801	Event time: After the update on August 13th - 5:00 on August 15th
InvestmentOneDesc	Accumulate {0} diamonds to receive {1}
InvestmentOneTime802	Event time: 5:00 on January 22nd - 5:00 on January 25th
ERR_GTRE_HELPNUMOVER	The number of times to help others reach the limit per day
HolidayLoginTime	Event time: After the update on August 13th - 24:00 on August 21st
HolidayLoginDes	Log in for 7 days during the event period to get the corresponding rewards
SkipToturialTips	About to skip the plot copy and directly enter the main city scene, and skip the game guide for you at the same time, do you want to confirm the operation?
EquipCollection	collect
MULACTIVITY_BEfOREOPEN	About to start
MULACTIVITY_RUNNING	in progress
MULACTIVITY_END	over
MULACTIVITY_UNOPEN_TODAY	not open today
MULACTIVITY_BEfOREOPEN_TIME	Start after {0}
MULACTIVITY_RUNNING_TIME	End after {0}
MULACTIVITY_END_TIME	{0} close reminder
MULACTIVITY_UNOPEN_TODAY_TIME	{0} is not enabled
MULACTIVITY_BEfOREOPEN_STATIC	{0} starts
MULACTIVITY_RUNNING_STATIC	{0} ended
SkillPageConfirmIntro	Skill page switching instructions
SkillPageOnlySave	keep
SkillPageSaveAndSwitch	save and switch
SkillRecomend	Skill page
ERR_TEAMBUY_ALREADYFULL	The number of times is full and cannot be purchased
EquipAuthenReplaceTips	The maximum number of advancements of the current equipment is lower than that of the worn equipment. After replacement, only the highest level of the current equipment can be activated. Do you still want to replace it?
TopRuneDNTitle	The origin of the dragon
TopRuneDNTips	Any team in this server will open the Forest Dragon {1} challenge after the first pass of the Peak Forest Dragon {0}.
TopWeakProgressTips	Strength weakening cap by {0}% ({1}/{2})
topRuneTitle	Weaken Forest Dragon
topRuneContent	Description{n}{n}1. Using the props [cc8232][Hylander's Will][-] can weaken the attribute strength of monsters in the origin of the resentful dragon {n}{n}2, the weakening degree of each layer of BOSS Independent of each other, calculated independently{n}{n}3, there is an upper limit on the weakening of the strength, at most 80%{n}{n}4, each level of BOSS will have a minimum weakening guarantee every day (BOSS that has reached the weakening limit Except){n}{n}5. The higher the weakening degree, the smaller the weakening effect that can be achieved by donating [cc8232][Hylander's Will][-]{n}{n}Item Acquisition Instructions{n} {n} can be obtained by completing daily tasks.
topRuneProgress	Today's boss weakening cap {0}% ({1}/{2})
DNTab1	Simple
DNTab2	ordinary
DNTab3	difficulty
DNTab4	hell
CanNotReforge	cannot be reforged
EquipReforgeTips1	[ffdc00]Locked attributes will not be replaced (up to 4 of the same attribute)[-] [CFFF0D]Special attribute types and upper and lower limits are determined by common attributes[-]
EquipReforgeTips2	[CFFF0D]{0} pieces of the same common attribute get up to {1}% bonus[-]
EquipReforgeTips3	[00FF00]{0} pieces of the same attribute get an additional {2}% bonus[-]
EquipReforgeMaxCanLockedTips	This equipment can lock up to {0} pieces
SpecialAttrExplain	[FFEBAD]The better the normal attribute type[-]{n}[FFEBAD]The special attribute is more likely to be randomly generated[-][CFFF0D]The attack and defense attribute of the element with higher upper and lower limit[-]
AllPowerPoint	Combat Strength:
EquipReforgeNoCanReplaceAttrs	no replaceable properties
EquipReforge	recast
EquipStunt	trick
EquipStuntCannotHad	Secondary equipment cannot have perks
EquipStuntNoStuntStone	Please select a special stone first
HideSeekMainViewContent	During the event, adventurers can participate in hide-and-seek in the main city, or find or hide, and other adventurers may dress up beside you to see if the adventurers have super powers! If the searcher finds all the hiders within the specified time, it wins, otherwise, the hider wins! Note that all items may be disguised by other adventurers
HideAndSeekAtkTip	[ff8718] Fiery eyes [-]! [ff8718]{0}[-] successfully found [ff8718]{1}[-]!
HideAndSeekNoFounded	There are also {0} not found!
AtkWrong	Seems to be wrong...
HideToNpc	Has it become {0}
HideSeekMainViewOpenTime	Monday, Thursday 12:00, 18:00, 22:00 open
BaseAttrTips	Basic attributes
BossRushBuyLimit	The maximum number of exchanges today has been reached
BossRushBuy	Are you sure to spend {0} to redeem 1 BOSSRUSH count (up to 5 bosses can be challenged)?
EquipReforgeMayGetAttrs	Common attributes that may be recast:
EquipStuntTips1	Please select a stunt stone above and then transform the stunt stone. The higher the level and quality, the better the attributes.
EquipStuntTips2	Tips: Only activated special attributes take effect
EquipStuntNoStuntStone	There is no stunt stone in the backpack
EquipReforgeConfirm	There are replaceable attributes, are you sure not to replace, continue to recast?
EquipReforgeLockTips	This property is locked and will not change on recast
ERR_EQUIPREFORGELOCK	The number of locked attributes is greater than the number of equipment attributes
ERR_EQUIPREFORGECONFIG	This item cannot be reforged
ERR_EQUIPREFORGERANDOMATTR	The number of attributes generated by reforging is less than the number of attributes of the original equipment
ERR_EQUIPREFORGEREPLACE	The number of replaced attributes is less than the number of original equipment attributes
RANDOMWORLDBOSSTIMETIPS	Start after {0}
RANDOMBOSS_DEAD	killed
RANDOMBOSS_LIVE	challenge now
RANDBOSSJOIN	{0} joined the team
RANDBOSSLEAVE	{0} left the team
RANDBOSSKICK	{0} was kicked out of the team
RANDBOSS_TEAM	team
RANDBOSS_SCENETIPS	Number of copies {0}/{1}
RANDBOSS_GUILDNOTIN	Please join a guild first
RANDBOSS_EXITSCENE	After leaving the copy
RANDBOSS_REVIVE	post resurrection
RANDBOSS_TEAMLEADER_NAME	{0}'s team
EquipReforgeReplaceTip1	Are you sure you want to replace the original properties with the recast properties?
EquipReforgeReplaceTip2	Are you sure not to replace the value and leave the recast?
MysteriousGo_Name	Fantasyland competition
MysteriousGo_RankTime	Event time: 5:00 on May 24, 2019 - 5:00 on May 29, 2019
MysteriousNew_Time1	Challenges are available from 17:00-23:59 every day
MysteriousGo_TaskTime	Event time: 5:00 on May 24, 2019 - 5:00 on May 29, 2019
WakeUpYourProfession	Please wake up your career first
520GAOBAITime	Event time: 5:00 on May 19, 2020 - 24:00 on May 22, 2020
520GAOBAIDesc	Activity content: During the event, the accumulated number of light sticks collected reaches the corresponding level to get corresponding rewards
